escenario,division_a,division_b,estilo_a,estilo_b,semilla,coincide_con_fotogramas,goles,goles_local,goles_visitante,tiros,posesion_pct,pases,perdidas,pases_intentados,faltas,penales,offsides,amarillas,rojas,ticks,resistencia_final_pct,mitades_cortadas,fotogramas,controlada_pct,pelota_parada_pct,posesiones,duracion_posesion_seg,recuperaciones_altas,separacion_lineas_m,recorrido_total_m,ms_sin_fotogramas,ms_con_fotogramas
D1 favorito,1,4,Presion alta,Contragolpe,77126,true,4.0,4.0,0.0,8.0,57.2463768115942,33.0,22.0,46.0,3.0,0.0,0.0,2.0,0.0,960.0,91.4287272727273,0.0,960.0,56.043956043956,24.1666666666667,35.0,2.91428571428571,6.0,41.9094270127308,18052.704214768,638.954,705.631
D1 favorito,1,4,Presion alta,Contragolpe,77139,true,5.0,5.0,0.0,12.0,51.7441860465116,28.0,32.0,48.0,4.0,1.0,0.0,4.0,1.0,1040.0,85.1974545454545,0.0,1040.0,67.7675033025099,27.2115384615385,49.0,2.61734693877551,15.0,36.121852703355,16106.687350595,670.266,728.187
D1 favorito,1,4,Presion alta,Contragolpe,77152,true,7.0,7.0,0.0,14.0,56.4593301435407,35.0,18.0,49.0,3.0,1.0,0.0,2.0,0.0,964.0,93.0127272727273,0.0,964.0,62.8185907046477,30.8091286307054,35.0,2.99285714285714,8.0,35.7995198252022,16127.3417417485,657.996,644.008
D1 favorito,1,4,Presion alta,Contragolpe,77165,true,2.0,2.0,0.0,8.0,45.4545454545455,31.0,22.0,52.0,1.0,0.0,0.0,0.0,0.0,960.0,92.7672727272727,0.0,960.0,59.620253164557,17.7083333333333,37.0,3.18243243243243,5.0,39.9690717503544,19118.4765565147,689.247,729.669
D1 favorito,1,4,Presion alta,Contragolpe,77178,true,8.0,8.0,0.0,11.0,67.2131147540984,30.0,14.0,47.0,3.0,1.0,0.0,1.0,0.0,1007.0,91.5661818181818,0.0,1007.0,55.3846153846154,35.4518371400199,29.0,3.10344827586207,6.0,37.2989019313896,15775.4043420343,609.235,645.252
D1 favorito,1,4,Presion alta,Contragolpe,77191,true,6.0,6.0,0.0,10.0,52.8216704288939,41.0,15.0,51.0,2.0,0.0,0.0,0.0,0.0,994.0,90.4796363636363,0.0,994.0,57.6872536136662,23.4406438631791,29.0,3.78448275862069,7.0,42.1064954408266,17883.8339700689,620.179,700.299
D1 favorito,1,4,Presion alta,Contragolpe,77204,true,3.0,3.0,0.0,11.0,53.0434782608696,42.0,19.0,53.0,2.0,0.0,0.0,2.0,0.0,966.0,90.4501818181818,0.0,966.0,57.8282828282828,18.0124223602484,33.0,3.46969696969697,10.0,39.7483110455837,19585.2565899988,669.355,709.391
D1 favorito,1,4,Presion alta,Contragolpe,77217,true,9.0,9.0,0.0,13.0,57.1428571428571,33.0,23.0,43.0,2.0,0.0,0.0,1.0,0.0,1106.0,88.2607272727273,0.0,1106.0,67.7685950413223,34.3580470162749,42.0,2.92857142857143,9.0,38.5188771437359,15804.8862944799,735.141,698.747
D1 favorito,1,4,Presion alta,Contragolpe,77230,true,4.0,4.0,0.0,8.0,57.1428571428571,32.0,11.0,42.0,7.0,0.0,0.0,3.0,0.0,973.0,89.9789090909091,0.0,973.0,61.8320610687023,32.6824254881809,26.0,3.89423076923077,4.0,41.8971884917576,15633.7382574878,565.075,621.646
D1 favorito,1,4,Presion alta,Contragolpe,77243,true,3.0,3.0,0.0,10.0,61.4285714285714,32.0,22.0,49.0,5.0,0.0,0.0,2.0,0.0,1002.0,91.1767272727272,0.0,1002.0,61.2573099415205,31.7365269461078,28.0,3.74107142857143,8.0,39.6977887034132,16151.9556812568,589.95,653.52
D1 tapado,4,1,Tiki taka,Juego directo,77100,true,1.0,0.0,1.0,8.0,48.723897911833,48.0,16.0,63.0,1.0,0.0,0.0,0.0,0.0,961.0,96.1512727272727,0.0,961.0,53.9622641509434,17.2736732570239,35.0,3.06428571428571,8.0,39.411726850651,19847.2183990856,634.15,704.55
